Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-October-2015,92.50,93.00,91.20,92.15,92.020988566156891348,1087211,4493,100046231.00,265412,24.41,1.80,-0.35
8-October-2015,93.40,93.70,91.10,91.80,92.112370589310591497,1198027,4668,110353107.00,293797,24.52,2.60,-1.60
7-October-2015,94.60,94.60,92.80,93.05,93.358169551188031680,1752226,5214,163584612.00,691947,39.49,1.80,-1.55
6-October-2015,95.45,95.45,94.05,94.35,94.644584255722416123,1341173,6051,126934761.00,351475,26.21,1.40,-1.10
5-October-2015,95.05,96.15,94.05,94.70,94.956721510678579371,1843410,7046,175044170.00,570335,30.94,2.10,-0.35
1-October-2015,93.20,94.80,92.80,94.25,93.956691606752566948,2326108,8661,218553412.00,526794,22.65,2.00,1.05
30-September-2015,91.30,92.50,91.20,92.20,91.881492558092127015,1608996,4973,147836954.00,471327,29.29,1.30,0.90
29-September-2015,89.45,91.70,87.60,90.65,89.984311969038679872,3076613,10407,276846904.00,530921,17.26,4.10,1.20
28-September-2015,91.70,92.85,90.30,90.55,91.674989990259177587,1673370,6198,153406178.00,416515,24.89,2.55,-1.15
24-September-2015,90.60,91.85,90.10,91.10,91.050563878962724977,1830180,5091,166638921.00,464651,25.39,1.75,0.50
23-September-2015,88.00,91.15,87.35,90.55,89.952083160347427456,1951026,6419,175498853.00,655089,33.58,3.80,2.55
22-September-2015,88.90,92.30,88.00,88.85,90.183279393910319097,2709830,11124,244381356.00,608621,22.46,4.30,-0.05
21-September-2015,87.10,88.70,87.00,88.30,88.127541357090637060,588170,2613,51833976.00,152670,25.96,1.70,1.20
18-September-2015,88.25,89.85,87.70,88.10,88.752494779669773749,1161325,4624,103070491.00,282402,24.32,2.15,-0.15
16-September-2015,88.40,88.55,86.40,87.15,87.433660392643873780,1273877,4657,111379729.00,254531,19.98,2.15,-1.25
15-September-2015,89.80,89.95,86.65,87.30,88.124839872239397407,1463675,4421,128986125.00,290301,19.83,3.30,-2.50
14-September-2015,88.20,89.80,87.75,89.55,88.842870948799265488,1139261,4504,101215218.00,247239,21.70,2.05,1.35
11-September-2015,88.30,90.55,87.20,87.65,88.947184273538141088,3068764,9160,272957917.00,834044,27.18,3.35,-0.65
10-September-2015,85.30,87.65,84.15,87.20,85.960115082590932037,1804617,8207,155125085.00,338909,18.78,3.50,1.90
9-September-2015,83.90,87.85,83.10,87.45,86.030122349336349708,2793640,11652,240337191.00,681584,24.40,4.75,3.55
8-September-2015,82.25,83.50,80.65,82.00,82.177624205549219864,3152335,10098,259051401.00,556300,17.65,2.85,-0.25
7-September-2015,85.65,85.85,80.70,81.95,82.980569763076413810,2477170,10091,205556978.00,391821,15.82,5.15,-3.70
4-September-2015,88.80,89.75,84.20,85.05,86.090834392495450878,3080265,10766,265182584.00,742263,24.10,5.55,-3.75
3-September-2015,87.50,88.35,86.75,87.45,87.535024669630279017,1514818,6086,132599631.00,438194,28.93,1.60,-0.05
2-September-2015,88.85,89.70,85.50,86.00,86.912861269339666253,2411947,17518,209629215.00,633080,26.25,4.20,-2.85
1-September-2015,90.55,92.20,84.60,87.55,88.537007725634380648,3428068,12067,303510883.00,775583,22.62,7.60,-3.00
31-August-2015,92.25,93.40,90.00,90.55,91.568594398340248962,1365024,5253,124993329.00,312504,22.89,3.40,-1.70
28-August-2015,93.40,94.25,91.35,92.20,92.887129727211607505,1530527,5899,142166260.00,362952,23.71,2.90,-1.20
27-August-2015,90.00,91.85,89.05,91.45,90.605696984072722706,1863407,7048,168835290.00,364296,19.55,2.80,1.45
26-August-2015,86.50,89.10,84.00,87.50,87.384351514207926358,1965417,10439,171746690.00,437699,22.27,5.10,1.00
25-August-2015,85.30,88.00,77.85,86.40,83.815945031556414010,4064150,12780,340640573.00,689853,16.97,10.15,1.10
24-August-2015,91.00,92.00,82.10,84.50,88.967803501707587934,3254298,10929,289527745.00,764050,23.48,9.90,-6.50
21-August-2015,94.80,95.45,92.55,95.05,94.000030112648681202,1826475,5357,171688705.00,487344,26.68,2.90,0.25
20-August-2015,95.25,97.80,94.90,95.65,96.298441875693725240,2153230,6634,207352694.00,323303,15.01,2.90,0.40
19-August-2015,96.95,99.20,95.25,95.50,96.516216005266266002,3395195,9273,327691374.00,793763,23.38,3.95,-1.45
18-August-2015,92.40,99.50,92.25,97.25,96.869657435295550055,6291337,20866,609439660.00,773175,12.29,7.25,4.85
17-August-2015,89.00,91.95,87.00,91.70,89.909009984776524043,3597076,10097,323409542.00,770406,21.42,4.95,2.70
14-August-2015,89.00,89.75,88.20,88.95,88.774972253052164261,2212856,5132,196446230.00,876901,39.63,1.55,-0.05
13-August-2015,89.60,90.40,87.70,88.45,89.209474354194824024,2685059,9710,239532702.00,634603,23.63,2.70,-1.15
12-August-2015,87.00,90.00,84.15,88.25,87.321116911392059852,4400170,15552,384227759.00,639138,14.53,5.85,1.25
11-August-2015,87.90,88.50,85.30,86.90,87.072659632399324969,927365,3548,80748137.00,268324,28.93,3.20,-1.00
10-August-2015,87.15,89.10,87.10,87.75,88.429329686585761744,1028862,3895,90981577.00,339925,33.04,2.00,0.60
7-August-2015,87.10,88.05,86.70,87.20,87.289414953501540224,754111,2639,65825908.00,169177,22.43,1.35,0.10
6-August-2015,87.60,88.35,86.50,87.15,87.334919261442029425,758126,2799,66210873.00,157645,20.79,1.85,-0.45
5-August-2015,88.85,88.85,87.05,87.35,87.808044503850105315,1455155,4990,127774315.00,380072,26.12,1.80,-1.50
4-August-2015,85.20,88.35,84.25,88.00,86.365551263789572740,2021183,6155,174560584.00,546431,27.04,4.10,2.80
3-August-2015,85.25,86.20,84.65,84.95,85.379565319416063895,1167662,4099,99694474.00,374841,32.10,1.55,-0.30
31-July-2015,84.80,85.40,83.70,84.50,84.433751908597904491,1291524,3779,109048217.00,262117,20.30,1.70,-0.30
30-July-2015,85.40,86.40,84.00,84.20,85.210568079248550080,1411458,4614,120271138.00,376489,26.67,2.40,-1.20
29-July-2015,83.75,85.00,83.25,84.65,84.231153041583565668,1723806,5793,145198167.00,445966,25.87,1.75,0.90
28-July-2015,81.05,83.45,81.00,83.20,82.152383041171137286,2111042,6094,173427131.00,608926,28.84,2.45,2.15
27-July-2015,80.85,82.20,79.25,81.00,81.162859510213604778,1671545,4731,135667372.00,277967,16.63,2.95,0.15
24-July-2015,82.50,82.50,80.10,80.60,81.192981062573377618,1145615,3383,93015897.00,300426,26.22,2.40,-1.90
23-July-2015,81.95,83.10,81.70,82.30,82.368962250122812248,2568962,6659,211602734.00,770888,30.01,1.40,0.35
22-July-2015,79.25,81.65,79.10,81.40,80.912619854309436301,2632154,6165,212974476.00,1108452,42.11,2.55,2.15
21-July-2015,78.65,80.75,78.25,79.30,79.753100728036853955,3328815,10067,265483318.00,836412,25.13,2.50,0.65
20-July-2015,75.15,78.10,75.10,77.70,76.530560225480529368,2114595,6408,161831140.00,575806,27.23,3.00,2.55
17-July-2015,74.50,75.80,74.05,74.95,74.896847113957441608,1391265,3495,104201362.00,267046,19.19,1.75,0.45
16-July-2015,74.75,74.90,73.90,74.25,74.288507909007378183,1274433,2763,94675726.00,442583,34.73,1.00,-0.50
15-July-2015,74.55,75.20,73.75,74.25,74.450334706813750735,2293201,5465,170729582.00,748021,32.62,1.45,-0.30
14-July-2015,72.70,74.65,72.45,74.05,73.780279510891755789,2792020,5052,205996016.00,1155429,41.38,2.20,1.35
13-July-2015,71.65,73.10,71.30,72.75,72.494096752895304322,1411596,2915,102332377.00,644780,45.68,1.80,1.10
10-July-2015,71.70,72.20,71.30,71.65,71.653069575643785702,664701,2029,47627867.00,200120,30.11,0.90,-0.05
9-July-2015,71.60,71.95,70.75,71.30,71.454444737845846903,852075,2535,60884546.00,159331,18.70,1.20,-0.30
8-July-2015,72.00,73.10,71.00,71.20,71.892074168754798484,948216,4024,68169215.00,265055,27.95,2.10,-0.80
7-July-2015,73.75,74.50,72.55,72.90,73.439899578197641601,779512,2477,57247283.00,197995,25.40,1.95,-0.85
6-July-2015,71.00,73.95,70.50,73.75,72.565211370643256518,1148220,3308,83320827.00,327120,28.49,3.45,2.75
3-July-2015,74.00,74.00,72.45,72.75,73.022615214496074386,902534,2930,65905393.00,230821,25.57,1.55,-1.25
2-July-2015,75.50,76.30,73.80,74.00,74.918985073709565519,1692182,5864,126776558.00,469952,27.77,2.50,-1.50
1-July-2015,73.05,74.90,73.00,74.10,74.083434390649331551,1904035,6794,141057452.00,530499,27.86,1.90,1.05
30-June-2015,71.45,72.70,71.10,72.50,72.227430166140684906,1917050,5354,138463595.00,751980,39.23,1.60,1.05
29-June-2015,69.25,71.15,68.50,70.95,69.894053334790487344,1354238,3716,94653183.00,271754,20.07,2.65,1.70
26-June-2015,69.85,71.55,69.20,71.35,70.764520610625490461,1687188,4252,119393050.00,480119,28.46,2.35,1.50
25-June-2015,69.75,70.90,68.90,69.85,69.860482201759287862,864327,2719,60382301.00,314090,36.34,2.00,0.10
24-June-2015,71.85,71.85,69.25,69.70,70.385927903772528908,1075618,3501,75708371.00,285932,26.58,2.60,-2.15
23-June-2015,70.90,72.15,69.80,71.40,71.228843382136760171,1670033,4591,118954519.00,257496,15.42,2.35,0.50
22-June-2015,70.10,70.75,69.25,70.40,70.068678039026815654,1218803,3173,85399915.00,389698,31.97,1.50,0.30
19-June-2015,69.35,70.25,68.90,69.80,69.519034382946491370,1182912,4220,82234900.00,284542,24.05,1.35,0.45
18-June-2015,66.00,68.65,65.90,68.40,67.365222158012053166,1514125,4433,101999367.00,382481,25.26,2.75,2.40
17-June-2015,65.10,66.05,64.40,65.65,65.416045300839170901,1223112,3580,80011150.00,216145,17.67,1.65,0.55
16-June-2015,65.10,65.40,63.95,64.95,64.741742716364321362,881222,2893,57051848.00,199426,22.63,1.45,-0.15
15-June-2015,65.80,67.10,65.00,65.45,66.165900822431987787,1239373,3092,82004231.00,211354,17.05,2.10,-0.35
12-June-2015,65.00,66.15,64.80,65.65,65.637675269254216622,1151514,2816,75582702.00,164638,14.30,1.35,0.65
11-June-2015,68.00,68.30,65.00,65.60,66.373409681174269567,1542065,4040,102352112.00,266343,17.27,3.30,-2.40
10-June-2015,66.60,67.70,66.45,67.40,67.354151591587663032,733827,2221,49426295.00,182993,24.94,1.25,0.80
9-June-2015,66.20,67.15,65.75,66.25,66.460744925398128068,722569,2394,48022474.00,181987,25.19,1.40,0.05
8-June-2015,67.50,68.40,66.25,66.45,67.024581195491677023,753096,2664,50475944.00,235613,31.29,2.15,-1.05
5-June-2015,66.80,68.45,66.10,67.65,67.758009330132048468,1103307,3080,74757886.00,196752,17.83,2.35,0.85
4-June-2015,67.55,68.15,65.90,66.90,66.948617314766158696,1339712,3783,89691866.00,251239,18.75,2.25,-0.65
3-June-2015,68.95,69.15,65.40,67.45,67.267858337983843899,1987237,5097,133677177.00,358368,18.03,3.75,-1.50
2-June-2015,72.20,72.45,68.50,69.15,70.660417063273040034,1460306,4791,103185831.00,327510,22.43,3.95,-3.05
1-June-2015,71.50,73.00,71.25,71.90,72.200471169884606653,1317147,4821,95098634.00,316600,24.04,1.75,0.40
29-May-2015,70.75,71.70,70.20,71.45,70.973597946096466269,1136957,3031,80693929.00,410167,36.08,1.50,0.70
28-May-2015,71.60,72.20,70.20,70.55,71.333510889435008413,1073839,3323,76600706.00,298054,27.76,2.00,-1.05
27-May-2015,69.00,71.15,68.50,71.00,69.926005342474747649,2315032,3424,161880940.00,1355733,58.56,2.65,2.00
26-May-2015,69.15,69.70,68.70,69.20,69.207346307380719187,1548887,1870,107194359.00,233621,15.08,1.00,0.05
25-May-2015,69.50,69.55,68.30,69.00,69.008485018278353207,735296,2150,50741663.00,132474,18.02,1.25,-0.50
22-May-2015,70.25,70.35,69.20,69.30,69.743316065978265605,872166,2561,60827749.00,235884,27.05,1.15,-0.95
21-May-2015,71.00,71.00,69.45,70.25,70.271311201115621922,839711,2597,59007593.00,167253,19.92,1.55,-0.75
20-May-2015,70.50,71.50,70.00,70.85,70.814125787806844853,1109885,3618,78595536.00,280908,25.31,1.50,0.35
19-May-2015,70.90,71.55,70.15,70.40,70.784553162750861534,1037973,3069,73472455.00,232560,22.41,1.40,-0.50
18-May-2015,70.45,70.95,70.10,70.80,70.590630864642497607,965532,2961,68157513.00,231293,23.95,0.85,0.35
15-May-2015,71.50,71.80,69.10,69.95,70.290084903325273032,1943269,5340,136592543.00,604855,31.13,2.70,-1.55
14-May-2015,69.30,71.70,68.20,71.35,70.440190222722255443,2115415,8081,149010235.00,359651,17.00,3.50,2.05
13-May-2015,72.50,72.80,68.15,69.60,69.754116875553525225,5177045,16803,361120202.00,764968,14.78,4.65,-2.90
12-May-2015,74.90,75.45,69.75,72.00,73.882845239250867377,5336198,16261,394253491.00,901245,16.89,5.70,-2.90
11-May-2015,69.30,74.60,69.30,74.15,72.547463703766703521,3198128,9579,232016075.00,833300,26.06,5.30,4.85
8-May-2015,66.80,69.10,66.80,68.70,68.235129756450262130,1703923,7899,116267407.00,482337,28.31,2.30,1.90
7-May-2015,66.70,67.45,64.45,65.50,65.851165360225154217,2778540,11483,182970097.00,418619,15.07,3.00,-1.20
6-May-2015,70.45,70.60,66.25,66.90,68.333817084338281763,1938325,9184,132453146.00,479578,24.74,4.35,-3.55
5-May-2015,71.75,72.00,69.85,70.65,71.053364276987981856,1182795,5749,84041564.00,278433,23.54,2.15,-1.10
4-May-2015,70.20,71.90,70.00,71.35,71.190418873016888529,1344226,7232,95696012.00,254808,18.96,1.90,1.15
30-April-2015,68.45,70.20,67.90,69.55,69.240305428959782521,1300728,6245,90062804.00,285962,21.98,2.30,1.10
29-April-2015,68.70,69.80,68.05,68.85,68.872898615212250849,1445059,6139,99525402.00,252629,17.48,1.75,0.15
28-April-2015,65.20,68.75,64.45,68.45,67.144615630141750777,2305878,8952,154827292.00,334405,14.50,4.30,3.25
27-April-2015,68.00,68.00,63.85,65.60,65.561151254211905653,2136800,9769,140091068.00,454090,21.25,4.15,-2.40
24-April-2015,70.50,70.65,67.00,67.40,68.049036930516555450,1763528,9323,120006382.00,575166,32.61,3.65,-3.10
23-April-2015,71.70,72.40,70.05,70.30,71.178557513011048954,1724688,6909,122760804.00,362977,21.05,2.35,-1.40
22-April-2015,71.00,71.40,69.15,70.90,70.495619539010338965,1114038,6665,78534799.00,191733,17.21,2.25,-0.10
21-April-2015,71.00,71.50,69.45,70.50,70.707134273485724014,1303973,7362,92200194.00,234533,17.99,2.05,-0.50
20-April-2015,72.65,72.85,69.65,70.50,71.104129235141502294,1123162,6028,79861456.00,390097,34.73,3.20,-2.15
17-April-2015,74.45,74.60,72.30,72.95,73.639693920200623734,933090,4610,68712462.00,241472,25.88,2.30,-1.50
16-April-2015,75.25,75.35,73.60,74.25,74.391034550950645534,707940,4630,52664389.00,200534,28.33,1.75,-1.00
15-April-2015,75.65,77.00,74.15,74.85,75.816894544766314168,1553389,17043,117773130.00,542320,34.91,2.85,-0.80
13-April-2015,75.40,76.60,75.15,75.90,75.996422724496029321,1023125,5925,77753840.00,336023,32.84,1.45,0.50
10-April-2015,75.50,76.00,74.90,75.45,75.323296453263544392,2048080,10063,154268137.00,723725,35.34,1.10,-0.05
9-April-2015,73.50,76.20,72.75,75.30,75.062944591166691192,2453237,12497,184147193.00,755866,30.81,3.45,1.80
8-April-2015,73.95,74.25,73.00,73.15,73.574063707963019202,945031,5563,69529771.00,286239,30.29,1.25,-0.80
7-April-2015,74.25,74.25,72.50,73.40,73.246340754404821931,1114574,15025,81638467.00,358225,32.14,1.75,-0.85
6-April-2015,74.90,74.90,72.60,73.70,73.563788183965316000,1530158,5541,112564219.00,782522,51.14,2.30,-1.20
1-April-2015,72.95,74.60,72.60,74.15,73.877134352173579268,1393807,8061,102970467.00,250706,17.99,2.00,1.20
31-March-2015,75.10,75.70,73.05,73.55,74.293290439101478722,2214750,10754,164541065.00,879817,39.73,2.65,-1.55
30-March-2015,70.55,74.35,70.55,74.00,72.719678600495565311,1657501,8929,120532940.00,436277,26.32,3.80,3.45
27-March-2015,68.60,70.30,67.05,69.60,68.892179940073975332,1432099,7273,98660422.00,264742,18.49,3.25,1.00
26-March-2015,67.50,68.90,66.85,68.40,68.130720309074984374,1905557,5239,129826971.00,1279244,67.13,2.05,0.90
25-March-2015,67.90,68.10,67.25,67.35,67.605268672922188452,1054535,5866,71292122.00,494546,46.90,0.85,-0.55
24-March-2015,68.45,69.20,67.20,67.50,68.075961186268681810,999234,5408,68023815.00,264015,26.42,2.00,-0.95
23-March-2015,69.40,70.05,68.15,68.65,68.996185340597234927,810033,4772,55889187.00,197715,24.41,1.90,-0.75
20-March-2015,70.00,70.20,68.45,68.95,69.213580254967162825,1226354,7069,84880351.00,305151,24.88,1.75,-1.05
19-March-2015,71.70,72.70,70.15,70.80,71.738924012637688716,1166036,5752,83650168.00,329166,28.23,2.55,-0.90
18-March-2015,71.70,71.85,70.55,71.10,71.239552524997427767,1069110,5975,76162918.00,238966,22.35,1.30,-0.60
17-March-2015,74.00,74.20,71.50,71.90,72.604924589031015440,1562770,8447,113464798.00,394649,25.25,2.70,-2.10
16-March-2015,72.40,73.60,70.90,73.30,72.331997452688597581,1874918,8411,135616564.00,547262,29.19,2.70,0.90
13-March-2015,75.40,75.50,72.15,72.45,73.498558796521890600,1331873,7535,97890746.00,366639,27.53,3.35,-2.95
12-March-2015,75.60,75.60,74.35,75.00,74.910127430589289644,1008706,5120,75562295.00,197429,19.57,1.25,-0.60
11-March-2015,75.10,76.05,74.25,74.95,75.124114896587242853,2093117,9916,157243562.00,678060,32.39,1.80,-0.15
10-March-2015,73.10,75.15,72.40,74.60,73.939374127803928079,2228570,10320,164779071.00,528669,23.72,2.75,1.50
9-March-2015,73.25,74.05,72.20,72.60,73.042494490083255436,1809011,7839,132134676.00,523507,28.94,1.85,-0.65
5-March-2015,72.05,74.10,71.35,73.80,72.817010825020627571,1824015,10453,132819320.00,350218,19.20,2.75,1.75
4-March-2015,74.55,75.00,71.10,71.95,73.511042035260647668,2106541,9868,154854024.00,445175,21.13,3.90,-2.60
3-March-2015,73.40,74.30,72.20,73.85,73.151454043530277247,2153168,10675,157507370.00,416844,19.36,2.10,0.45
2-March-2015,71.50,73.10,70.95,72.90,72.169155488407251150,4155313,20552,299885430.00,932067,22.43,2.15,1.40
28-February-2015,67.45,71.00,65.00,69.75,67.977580727714859416,4292423,18829,291788531.00,737513,17.18,6.00,2.30
27-February-2015,65.55,67.15,64.90,66.80,66.276421542693894825,1417650,6895,93956769.00,247180,17.44,2.25,1.25
26-February-2015,67.15,67.35,64.60,65.05,65.912314643371472882,1263780,7460,83298665.00,380930,30.14,2.75,-2.10
25-February-2015,67.15,68.10,66.75,66.95,67.422505180934162282,1053864,5777,71054151.00,266903,25.33,1.35,-0.20
24-February-2015,67.50,67.50,66.05,66.90,66.719711980551683314,1327827,7166,88592235.00,310762,23.40,1.45,-0.60
23-February-2015,68.45,69.35,66.95,67.60,68.502379226410576999,1202912,6547,82402334.00,319523,26.56,2.40,-0.85
20-February-2015,70.30,70.50,67.85,68.20,68.693607076661769537,1613190,7615,110815840.00,550888,34.15,2.65,-2.10
19-February-2015,70.00,71.15,68.50,70.15,70.128925946676333915,2306068,13981,161722072.00,474031,20.56,2.65,0.15
18-February-2015,66.30,69.60,66.05,69.20,68.338642661078173975,2310462,14685,157893837.00,587860,25.44,3.55,2.90
16-February-2015,67.30,67.70,65.80,66.20,66.893285415931131029,1138626,6240,76166434.00,339030,29.78,1.90,-1.10
13-February-2015,67.50,68.00,66.15,67.00,66.743256002953558129,3391164,11074,226337327.00,1928570,56.87,1.85,-0.50
12-February-2015,64.95,67.25,64.80,67.05,66.079792279424322666,1902941,12493,125745946.00,490938,25.80,2.45,2.10
11-February-2015,61.70,64.70,61.60,64.35,63.113175053061346183,2683215,15898,169346218.00,531663,19.81,3.10,2.65
10-February-2015,56.95,61.90,56.10,60.80,60.001822532211735861,3402409,18939,204150741.00,461228,13.56,5.80,3.85
9-February-2015,60.25,60.25,56.90,57.50,58.440690833175175555,1865226,9383,109005096.00,513556,27.53,3.35,-2.75
6-February-2015,62.50,62.55,60.00,60.85,61.111853635284177836,1401376,9337,85640685.00,353688,25.24,2.55,-1.65
5-February-2015,63.95,64.85,61.90,62.45,63.581434754290363018,1202171,8258,76435757.00,385082,32.03,2.95,-1.50
4-February-2015,65.35,65.50,62.95,63.90,64.058909547791749812,1515408,11695,97075384.00,380848,25.13,2.55,-1.45
3-February-2015,66.70,67.00,64.40,64.85,65.592954294542378925,4554292,10919,298729467.00,3397670,74.60,2.60,-1.85
2-February-2015,65.50,67.00,65.50,66.10,66.239641114749715966,1616004,9462,107043525.00,361736,22.38,1.50,0.60
30-January-2015,65.90,67.40,65.20,65.70,66.275734589911107314,2224030,13688,147399222.00,620495,27.90,2.20,-0.20
29-January-2015,68.45,69.20,65.25,66.00,67.822477526474988403,4898208,23818,332208602.00,1086352,22.18,3.95,-2.45
