Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-March-2016,1544.00,1544.50,1490.00,1495.20,1506.447795823665893271,255583,13745,385022447.00,87666,34.30,54.50,-48.80
23-March-2016,1562.00,1562.00,1518.00,1524.50,1531.916045478092537557,183385,11903,280930424.00,44785,24.42,44.00,-37.50
22-March-2016,1541.00,1564.40,1536.80,1549.75,1552.403654023673956197,244826,13297,380068777.00,64123,26.19,27.60,8.75
21-March-2016,1570.00,1570.00,1502.20,1535.35,1533.508522696836263512,466695,26320,715680760.00,64991,13.93,67.80,-34.65
18-March-2016,1673.00,1673.00,1539.00,1558.90,1580.771224728483228062,717359,44324,1133980465.00,146583,20.43,134.00,-114.10
17-March-2016,1756.00,1765.85,1665.00,1674.50,1707.334522711153790631,637308,22901,1088097950.00,365738,57.39,100.85,-81.50
16-March-2016,1735.50,1753.25,1698.75,1748.50,1727.266138486657209389,186805,13524,322661951.00,14135,7.57,54.50,13.00
15-March-2016,1800.00,1800.00,1720.00,1726.60,1756.620516019642657197,312585,22441,549093224.00,61163,19.57,80.00,-73.40
14-March-2016,1857.55,1874.30,1852.00,1868.50,1864.489976415094339622,27136,2169,50594800.00,5442,20.05,22.30,10.95
11-March-2016,1830.00,1863.55,1812.75,1857.55,1840.716511712460395782,57759,4279,106317945.00,14224,24.63,50.80,27.55
10-March-2016,1830.00,1830.50,1798.00,1820.95,1818.171360759493670886,37920,2497,68945058.00,5418,14.29,32.50,-9.05
9-March-2016,1834.00,1846.60,1818.05,1826.90,1827.530134267784670945,55933,3983,102219243.00,11715,20.94,28.55,-7.10
8-March-2016,1781.00,1835.00,1762.00,1816.70,1815.472248803925190364,9820874,5536,17829524206.00,9762648,99.41,73.00,35.70
4-March-2016,1790.00,1795.25,1771.10,1780.20,1783.433321272062075342,49746,2936,88718674.00,11922,23.97,24.15,-9.80
3-March-2016,1780.00,1811.95,1766.30,1786.95,1784.648447523736207338,70146,4935,125185950.00,11375,16.22,45.65,6.95
2-March-2016,1770.00,1817.95,1760.05,1782.00,1790.302334093238240645,95626,6951,171199451.00,13933,14.57,57.90,12.00
1-March-2016,1760.00,1780.75,1735.25,1760.75,1762.277761392125055301,40686,2891,71700033.00,6734,16.55,45.50,0.75
29-February-2016,1727.65,1775.40,1694.10,1752.15,1740.449241738343141693,53016,4734,92271657.00,6385,12.04,81.30,24.50
26-February-2016,1770.00,1785.00,1719.00,1727.65,1738.381613993890175358,91983,4355,159901556.00,57056,62.03,66.00,-42.35
25-February-2016,1765.05,1798.00,1742.95,1758.15,1772.381717064714946070,41536,3924,73617647.00,6801,16.37,55.05,-6.90
24-February-2016,1771.05,1780.00,1738.55,1762.15,1768.310342473158047464,351502,4160,621564622.00,311525,88.63,41.45,-8.90
23-February-2016,1815.00,1820.00,1763.00,1776.70,1785.701384015047303556,35621,2853,63608469.00,6246,17.53,57.00,-38.30
22-February-2016,1799.00,1817.00,1784.45,1810.95,1807.905035002692514808,37140,2744,67145593.00,9604,25.86,32.55,11.95
19-February-2016,1777.20,1802.00,1743.00,1782.95,1777.468271544345619306,83537,5229,148484367.00,33415,40.00,59.00,5.75
18-February-2016,1755.00,1786.95,1733.00,1777.15,1758.241459701208487962,84072,6960,147818876.00,24965,29.69,53.95,22.15
17-February-2016,1770.00,1770.00,1693.15,1730.70,1722.843499210365165823,124108,10447,213818661.00,32584,26.25,76.85,-39.30
16-February-2016,1803.00,1813.00,1747.15,1755.20,1776.814853734295560260,64711,5891,114979466.00,6275,9.70,65.85,-47.80
15-February-2016,1796.00,1836.05,1779.95,1797.50,1809.217215181362826503,59494,4950,107637569.00,10915,18.35,56.10,1.50
12-February-2016,1795.00,1809.95,1726.25,1751.00,1745.868216207358042225,329517,5637,575293257.00,262019,79.52,83.70,-44.00
11-February-2016,1850.00,1876.00,1781.60,1793.35,1817.210284749405173075,195435,5078,355146492.00,152499,78.03,94.40,-56.65
10-February-2016,1900.00,1904.75,1845.00,1862.80,1870.189452380254011087,170465,10465,318801845.00,38862,22.80,59.75,-37.20
9-February-2016,1814.90,1911.55,1795.00,1904.00,1867.676746351328110637,168623,11946,314933256.00,29289,17.37,116.55,89.10
8-February-2016,1816.15,1848.35,1781.00,1818.90,1816.752351295186240264,158317,10451,287622782.00,17902,11.31,67.35,2.75
5-February-2016,1660.00,1829.85,1603.20,1801.45,1739.832408491457047387,433047,27094,753429205.00,46418,10.72,226.65,141.45
4-February-2016,1705.00,1718.95,1617.55,1652.10,1651.927194571077666062,96078,8423,158713861.00,13031,13.56,101.40,-52.90
3-February-2016,1706.00,1713.05,1683.00,1699.70,1701.041279635156433385,29821,2041,50726752.00,4518,15.15,30.05,-6.30
2-February-2016,1706.35,1733.00,1700.05,1706.15,1715.283939753611918307,48866,4376,83819065.00,10144,20.76,32.95,-0.20
1-February-2016,1778.00,1778.00,1696.05,1701.35,1727.474041718973018520,58151,4352,100454343.00,17979,30.92,81.95,-76.65
29-January-2016,1705.00,1719.95,1693.70,1710.25,1705.686734047533805183,36311,2682,61935191.00,5221,14.38,26.25,5.25
28-January-2016,1699.00,1719.00,1681.45,1707.05,1703.249453521544218443,26991,2631,45972406.00,5334,19.76,37.55,8.05
27-January-2016,1720.00,1724.75,1662.40,1689.80,1694.239531657277390061,47572,4518,80598363.00,8449,17.76,62.35,-30.20
25-January-2016,1735.00,1737.00,1696.00,1699.25,1712.716890340808758608,22652,1961,38796463.00,4764,21.03,41.00,-35.75
22-January-2016,1695.00,1727.00,1693.00,1716.75,1714.826109183859777250,27385,2454,46960513.00,5151,18.81,34.00,21.75
21-January-2016,1695.65,1699.45,1677.80,1683.20,1687.080840148321227205,39374,3259,66427121.00,6257,15.89,21.65,-12.45
20-January-2016,1699.00,1704.40,1680.00,1691.55,1688.767834987593052109,25792,2137,43556700.00,7340,28.46,24.40,-7.45
19-January-2016,1710.00,1724.00,1695.15,1699.75,1708.299477528243564843,36557,2947,62450304.00,7919,21.66,28.85,-10.25
18-January-2016,1699.00,1733.00,1678.50,1702.80,1710.484292163444843153,43195,2789,73884369.00,6983,16.17,54.50,3.80
15-January-2016,1719.00,1724.00,1693.20,1700.65,1704.767503265793935351,35979,3209,61335830.00,7950,22.10,30.80,-18.35
14-January-2016,1667.00,1725.00,1635.35,1717.95,1693.216337459660901797,100089,4856,169472330.00,38313,38.28,89.65,50.95
13-January-2016,1705.15,1719.00,1647.90,1667.60,1673.080885436893203883,64375,4233,107704582.00,12314,19.13,71.10,-37.55
12-January-2016,1707.25,1718.50,1692.65,1701.80,1702.570975196425820366,32455,2712,55256941.00,8987,27.69,25.85,-5.45
11-January-2016,1719.75,1719.75,1693.00,1702.30,1704.053739945531699284,31578,2398,53810609.00,7118,22.54,26.75,-17.45
8-January-2016,1743.00,1745.10,1705.50,1712.70,1725.270533265887489683,75122,5454,129605773.00,20629,27.46,39.60,-30.30
7-January-2016,1755.05,1769.35,1710.55,1718.30,1742.479177495477888433,96194,5206,167616042.00,27963,29.07,58.80,-36.75
6-January-2016,1785.00,1785.75,1745.00,1754.15,1774.266990962744374769,130128,4276,230881815.00,88246,67.81,40.75,-30.85
5-January-2016,1803.00,1806.25,1777.00,1782.70,1787.439461051459845550,43121,4050,77076177.00,12913,29.95,29.25,-20.30
4-January-2016,1840.00,1840.00,1788.00,1797.80,1807.237072716601566452,49411,3787,89297391.00,11591,23.46,52.00,-42.20
1-January-2016,1833.00,1858.15,1833.00,1845.50,1848.685879178533952930,26684,1786,49330334.00,4797,17.98,25.15,12.50
31-December-2015,1839.00,1844.90,1818.80,1837.80,1831.225839717147908073,33940,3046,62151805.00,5734,16.89,26.10,-1.20
30-December-2015,1850.00,1850.00,1832.00,1835.45,1838.045975200181221868,101533,2216,186622322.00,77372,76.20,18.00,-14.55
29-December-2015,1860.00,1865.00,1831.65,1843.95,1847.916794513130583882,55405,3692,102383830.00,11800,21.30,33.35,-16.05
28-December-2015,1810.00,1846.95,1809.55,1841.15,1829.687658838160811809,55481,2568,101512901.00,25326,45.65,37.40,31.15
24-December-2015,1813.50,1822.00,1801.80,1805.45,1811.645270132932233017,24599,1819,44564662.00,4129,16.79,20.20,-8.05
23-December-2015,1801.00,1812.90,1792.40,1804.05,1803.430764141581210717,30230,2063,54517712.00,5752,19.03,20.50,3.05
22-December-2015,1800.00,1808.00,1783.20,1785.75,1793.177413896337177518,38413,2222,68881324.00,6252,16.28,24.80,-14.25
21-December-2015,1790.10,1813.65,1788.85,1801.75,1802.142156308638346935,44233,4101,79714154.00,10848,24.52,24.80,11.65
18-December-2015,1820.05,1834.80,1780.15,1785.60,1800.155787673102469382,54953,4715,98923961.00,12562,22.86,54.65,-34.45
17-December-2015,1832.05,1845.95,1799.70,1823.85,1818.868354189594967322,73599,4590,133866892.00,19786,26.88,46.25,-8.20
16-December-2015,1799.50,1832.00,1795.50,1826.45,1815.246501004933308971,54730,3823,99348441.00,12139,22.18,36.50,26.95
15-December-2015,1752.00,1796.00,1745.00,1790.05,1751.457730010850450854,427632,3585,748979372.00,384989,90.03,51.00,38.05
14-December-2015,1736.00,1758.00,1724.50,1747.35,1744.547797469480331769,44971,2920,78454059.00,11179,24.86,33.50,11.35
11-December-2015,1737.00,1769.70,1727.85,1740.95,1743.408181576032860887,71331,4557,124359049.00,13773,19.31,41.85,3.95
10-December-2015,1760.20,1760.20,1690.90,1736.10,1724.868559802013127390,102229,7229,176331588.00,13110,12.82,69.30,-24.10
9-December-2015,1806.00,1816.45,1747.00,1761.05,1768.289259529868232092,119073,5780,210555507.00,,,69.45,-44.95
8-December-2015,1834.00,1834.00,1800.00,1803.30,1811.336958554066687441,32090,2132,58125803.00,7612,23.72,34.00,-30.70
7-December-2015,1814.00,1836.85,1809.00,1831.35,1823.406263745931204363,34101,2594,62179977.00,9777,28.67,27.85,17.35
4-December-2015,1822.00,1835.80,1798.15,1805.80,1815.100946135362434921,39952,3134,72516913.00,6390,15.99,37.65,-16.20
3-December-2015,1872.00,1872.00,1815.65,1821.25,1836.496347482724580454,50650,4141,93018540.00,18228,35.99,56.35,-50.75
2-December-2015,1812.25,1878.00,1812.25,1870.70,1848.301453488372093023,55040,4704,101730512.00,15054,27.35,65.75,58.45
1-December-2015,1802.00,1817.75,1794.05,1812.05,1805.765407497256396927,34626,2465,62526433.00,5566,16.07,23.70,10.05
30-November-2015,1813.00,1820.05,1785.00,1790.80,1795.261217532467532467,61600,3798,110588091.00,21113,34.27,35.05,-22.20
27-November-2015,1864.90,1864.90,1806.45,1814.65,1820.298625180897250361,41460,3052,75469581.00,7089,17.10,58.45,-50.25
26-November-2015,1862.00,1862.95,1833.00,1837.35,1846.629709321208184475,24632,2167,45486183.00,5086,20.65,29.95,-24.65
24-November-2015,1841.00,1868.10,1830.00,1860.35,1852.352815381971626601,52373,3604,97013274.00,15781,30.13,38.10,19.35
23-November-2015,1814.00,1845.00,1811.95,1839.75,1834.706158217232054222,29213,2396,53597271.00,4952,16.95,33.05,25.75
20-November-2015,1810.00,1827.00,1790.75,1813.90,1810.757289986350663854,32236,2696,58371572.00,5948,18.45,36.25,3.90
19-November-2015,1795.00,1817.95,1761.85,1806.50,1792.086980319956211280,40193,3085,72029352.00,9250,23.01,56.10,11.50
18-November-2015,1809.00,1815.55,1774.00,1783.60,1791.894065584367153121,40223,2787,72075355.00,10569,26.28,41.55,-25.40
17-November-2015,1799.00,1832.40,1792.45,1798.20,1807.994083229241995924,45633,3023,82504194.00,9458,20.73,39.95,-0.80
16-November-2015,1790.00,1825.50,1761.70,1807.45,1797.568379600369488064,41138,2977,73948368.00,7170,17.43,63.80,17.45
13-November-2015,1785.00,1796.15,1759.25,1776.85,1775.997393833624200116,42975,3613,76323488.00,15066,35.06,36.90,-8.15
11-November-2015,1805.10,1815.10,1795.10,1800.50,1803.526535560344827586,14848,1192,26778762.00,4703,31.67,20.00,-4.60
10-November-2015,1860.00,1870.75,1775.30,1790.55,1821.306254301983605531,63924,4009,116425181.00,21707,33.96,95.45,-69.45
9-November-2015,1811.00,1879.85,1811.00,1863.70,1852.526675816877711856,45172,3469,83682335.00,7149,15.83,68.85,52.70
6-November-2015,1842.00,1864.95,1813.30,1853.20,1840.333138181871404944,68323,4559,125737081.00,12772,18.69,51.65,11.20
5-November-2015,1855.00,1855.00,1833.00,1837.85,1842.578392231609313826,77648,3220,143072527.00,13741,17.70,22.00,-17.15
4-November-2015,1885.00,1894.05,1850.00,1859.35,1868.616280829172340747,59481,4022,111147165.00,17213,28.94,44.05,-25.65
3-November-2015,1900.70,1910.00,1865.75,1873.50,1885.274544172656234699,102122,6252,192528007.00,20969,20.53,44.25,-27.20
2-November-2015,1930.50,1935.00,1870.00,1899.70,1890.626703705508715499,61557,5098,116381308.00,10581,17.19,65.00,-30.80
30-October-2015,1929.90,1943.15,1913.05,1926.05,1928.561941575312084151,47343,3327,91303908.00,7536,15.92,30.10,-3.85
29-October-2015,1915.00,1935.00,1907.75,1920.15,1923.375554897898786623,60822,4403,116983548.00,11759,19.33,27.25,5.15
28-October-2015,1921.10,1947.40,1885.05,1910.00,1911.666544826771786379,177829,11537,339949750.00,55350,31.13,62.35,-11.10
27-October-2015,2015.00,2023.00,1932.90,1945.65,1984.055078309081957977,379841,15940,753625465.00,164765,43.38,90.10,-69.35
26-October-2015,2080.00,2096.00,2033.85,2053.40,2066.521264326676052081,125727,4487,259817519.00,67663,53.82,62.15,-26.60
23-October-2015,2081.10,2096.30,2071.20,2079.45,2081.256274243278188509,30163,2258,62776933.00,8799,29.17,25.10,-1.65
21-October-2015,2085.20,2085.20,2058.85,2061.30,2066.641661219769721956,39778,3051,82206872.00,11542,29.02,26.35,-23.90
20-October-2015,2097.00,2100.00,2058.70,2074.90,2078.394028991072285686,52085,3816,108253153.00,14627,28.08,41.30,-22.10
19-October-2015,2060.00,2098.00,2057.15,2068.85,2073.416112538108841251,41657,3052,86372295.00,13835,33.21,40.85,8.85
16-October-2015,2106.00,2106.00,2025.00,2054.95,2051.462020789163342505,155177,5803,318339722.00,96236,62.02,81.00,-51.05
15-October-2015,2075.00,2110.00,2071.50,2099.20,2098.609664013523983940,70985,4949,148969807.00,17065,24.04,38.50,24.20
14-October-2015,2033.00,2072.00,2025.75,2062.00,2045.857705242019030011,878402,7929,1797085500.00,812599,92.51,46.25,29.00
13-October-2015,2010.90,2040.00,2005.00,2023.30,2022.078763402508752098,91121,3877,184253839.00,57660,63.28,35.00,12.40
12-October-2015,2060.00,2070.00,2003.00,2011.65,2030.062598264717871076,34346,2775,69724530.00,8916,25.96,67.00,-48.35
9-October-2015,2060.00,2069.55,2051.10,2056.05,2056.343897805938372493,78439,3539,161297559.00,47825,60.97,18.45,-3.95
8-October-2015,2076.00,2083.30,2028.00,2044.40,2041.668139573100589771,164301,5673,335448117.00,116918,71.16,55.30,-31.60
7-October-2015,2080.05,2103.00,2057.35,2066.70,2084.310564703184668436,680322,3996,1418002332.00,632094,92.91,45.65,-13.35
6-October-2015,2085.00,2127.00,2066.50,2073.05,2092.253140411277565832,64482,4726,134912667.00,11211,17.39,60.50,-11.95
5-October-2015,2115.00,2123.95,2077.00,2083.10,2090.338243210739115992,87307,5013,182501161.00,40783,46.71,46.95,-31.90
1-October-2015,2056.00,2126.35,2037.00,2107.05,2095.217185028993147074,153657,10646,321944787.00,23478,15.28,89.35,51.05
30-September-2015,2035.00,2055.00,2021.00,2033.35,2037.966479228648421314,64199,4434,130835410.00,19515,30.40,34.00,-1.65
29-September-2015,2014.00,2037.90,1977.90,2017.75,2017.789592507943586599,143512,6897,289577020.00,41768,29.10,60.00,3.75
28-September-2015,1997.00,2066.60,1983.05,2033.50,2022.500630964900097224,503990,8947,1019320093.00,421219,83.58,83.55,36.50
24-September-2015,1946.00,2002.00,1946.00,1989.45,1986.809223021505318490,185861,10706,369270349.00,74829,40.26,56.00,43.45
23-September-2015,1860.00,1931.80,1841.10,1921.30,1897.576671795478754882,84490,4546,160326253.00,33715,39.90,90.70,61.30
22-September-2015,1890.00,1899.00,1858.65,1868.40,1878.676594876577390493,34313,2082,64463030.00,5062,14.75,40.35,-21.60
21-September-2015,1884.00,1902.75,1871.60,1881.25,1885.299134871339840283,27048,2329,50993571.00,5487,20.29,31.15,-2.75
18-September-2015,1870.00,1907.90,1866.00,1895.70,1891.067528712025368450,60863,5193,115096043.00,12456,20.47,41.90,25.70
16-September-2015,1854.75,1863.45,1833.65,1844.95,1847.225092630712227254,38864,2250,71790556.00,18969,48.81,29.80,-9.80
15-September-2015,1840.00,1856.60,1823.90,1832.00,1844.946257844823018866,207621,3282,383049587.00,168830,81.32,32.70,-8.00
14-September-2015,1820.00,1845.00,1786.05,1839.80,1820.055745762355857085,47609,3101,86651034.00,14038,29.49,58.95,19.80
11-September-2015,1830.00,1840.00,1802.60,1810.60,1820.072059409187808934,42687,3275,77693416.00,7650,17.92,37.40,-19.40
10-September-2015,1825.00,1829.75,1786.00,1820.55,1809.388521976770667273,48301,3553,87395275.00,4922,10.19,43.75,-4.45
9-September-2015,1836.25,1873.00,1819.00,1834.90,1841.892259784378022600,42389,3234,78075971.00,6222,14.68,54.00,-1.35
8-September-2015,1808.00,1838.25,1755.00,1821.25,1789.512650024407898059,59407,4365,106309578.00,9389,15.80,83.25,13.25
7-September-2015,1870.00,1875.00,1800.00,1804.20,1828.518433220859443343,56013,4076,102420803.00,8926,15.94,75.00,-65.80
4-September-2015,1873.00,1893.35,1840.50,1859.25,1866.493786066054595309,73303,4868,136819594.00,11803,16.10,52.85,-13.75
3-September-2015,1885.00,1895.25,1851.10,1863.10,1867.027473561401527981,53142,3358,99217574.00,11989,22.56,44.15,-21.90
2-September-2015,1899.00,1908.00,1870.00,1880.70,1892.268427518427518427,43956,3315,83176551.00,8966,20.40,38.00,-18.30
1-September-2015,1910.00,1923.75,1851.50,1862.75,1886.846130425957607214,68974,5941,130143325.00,14861,21.55,72.25,-47.25
31-August-2015,1864.20,1938.85,1862.70,1928.85,1912.662843588942683117,102448,6265,195948483.00,20117,19.64,76.15,64.65
28-August-2015,1925.00,1934.20,1840.00,1862.70,1892.785396798455451006,94267,6998,178427201.00,17204,18.25,94.20,-62.30
27-August-2015,1840.05,1910.00,1838.80,1898.50,1869.186053789997210485,293958,6269,549462194.00,232532,79.10,71.20,58.45
26-August-2015,1845.00,1895.00,1804.45,1811.80,1844.188442362590969402,99484,6425,183467243.00,14009,14.08,90.55,-33.20
25-August-2015,1800.00,1845.00,1715.80,1829.45,1793.713468498268280344,154182,9126,276558330.00,41896,27.17,129.20,29.45
24-August-2015,1830.00,1862.90,1785.00,1802.60,1823.298403574555987156,89074,5549,162408482.00,18597,20.88,77.90,-27.40
21-August-2015,1892.10,1918.40,1853.85,1875.40,1888.187445218093540413,101539,5960,191724665.00,14360,14.14,64.55,-16.70
20-August-2015,1820.00,1939.90,1815.50,1892.10,1893.833746830889115907,294641,19024,558001069.00,80310,27.26,124.40,72.10
19-August-2015,1764.00,1808.00,1755.00,1795.35,1785.437043116446853587,52393,3623,93544403.00,16549,31.59,53.00,31.35
18-August-2015,1815.00,1815.00,1750.00,1755.25,1771.573013577040665373,60838,4876,107778959.00,19573,32.17,65.00,-59.75
17-August-2015,1819.95,1819.95,1762.15,1793.45,1789.260960047118877000,50935,3804,91136007.00,12852,25.23,57.80,-26.50
14-August-2015,1760.00,1798.00,1760.00,1794.25,1784.505553701673261190,41954,3280,74867146.00,18440,43.95,38.00,34.25
13-August-2015,1730.00,1773.90,1727.30,1757.00,1758.211617156714155804,79176,6327,139208163.00,35047,44.26,46.60,27.00
12-August-2015,1700.00,1734.00,1681.55,1718.65,1716.237680101023932326,65727,4126,112803154.00,19432,29.56,52.45,18.65
11-August-2015,1702.00,1709.90,1680.50,1697.00,1695.809863471719141822,35890,2006,60862616.00,9290,25.88,29.40,-5.00
10-August-2015,1700.00,1725.00,1680.50,1698.05,1709.497172463905474994,63306,4242,108221428.00,22184,35.04,44.50,-1.95
7-August-2015,1710.00,1710.95,1683.05,1694.95,1695.479904781714391365,43269,2415,73361720.00,11669,26.97,27.90,-15.05
6-August-2015,1691.00,1716.00,1684.85,1703.15,1705.788340255345331487,71511,4655,121982630.00,19533,27.31,31.15,12.15
5-August-2015,1645.55,1684.35,1645.55,1680.10,1667.063541128879420202,153019,3748,255092396.00,95404,62.35,38.80,34.55
4-August-2015,1675.00,1675.05,1634.75,1643.75,1650.313079706451941698,78488,4841,129529773.00,21751,27.71,40.30,-31.25
